"","MSZoning","Neighborhood","BldgType","HouseStyle","OverallQual","YearBuilt","YearRemodAdd","ExterQual","ExterCond","HeatingQC","CentralAir","X1stFlrSF","GrLivArea","FullBath","KitchenQual","GarageCars","SaleCondition","SalePrice","NHood","MSZone","BType","HStyle","SCond","KQual","ExQual","Cair","HQC","ECond","SalePrice.log","X1stFlrSF.log","GrLivArea.log"
"1105","RM","BrDale","TwnhsE","2Story",5,1970,1970,"TA","TA","TA","Y",630,1302,2,"TA",2,"Normal",106000,1,2,3,4,5,2,2,1,3,3,11.5711943730942,6.44571981938558,7.17165682276851
"1106","RL","NoRidge","1Fam","2Story",8,1994,1995,"Gd","TA","Ex","Y",1500,2622,2,"Gd",2,"Normal",325000,6,4,3,4,5,3,3,1,5,3,12.6915804613119,7.3132203870903,7.87169266432365
"1107","RL","SawyerW","1Fam","1Story",7,1990,1991,"Gd","TA","Gd","Y",1442,1442,2,"Gd",2,"Normal",179900,4,4,3,3,5,3,3,1,4,3,12.1001564199386,7.27378631784489,7.27378631784489
"1108","RL","Gilbert","1Fam","2Story",7,2006,2006,"Gd","TA","Ex","Y",887,2021,2,"Gd",2,"Partial",274725,4,4,3,4,6,3,3,1,5,3,12.5235258763151,6.78784498230958,7.61134771740362
"1109","RL","Gilbert","1Fam","2Story",6,2000,2000,"TA","TA","Ex","Y",948,1690,2,"TA",2,"Abnorml",181000,4,4,3,4,5,2,2,1,5,3,12.106252310248,6.85435450225502,7.43248380791712
"1110","RL","NridgHt","1Fam","1Story",8,2004,2005,"Gd","TA","Ex","Y",1836,1836,2,"Gd",3,"Normal",280000,6,4,3,3,5,3,3,1,5,3,12.5425448821514,7.51534457118044,7.51534457118044
"1111","RL","Gilbert","1Fam","2Story",6,1995,1996,"TA","TA","Gd","Y",773,1658,2,"TA",2,"Normal",188000,4,4,3,4,5,2,2,1,4,3,12.1441972418121,6.65027904858742,7.41336733569524
"1112","RL","NWAmes","1Fam","2Story",7,1976,1976,"TA","TA","TA","Y",1098,1964,2,"TA",2,"Normal",205000,4,4,3,4,5,2,2,1,3,3,12.2307652581205,7.00124562206948,7.58273848891441
"1113","RL","NAmes","1Fam","1Story",5,1957,1957,"TA","TA","TA","Y",816,816,1,"TA",1,"Normal",129900,3,4,3,3,5,2,2,1,3,3,11.7745202026587,6.70441435496411,6.70441435496411
"1114","RL","NAmes","1Fam","1Story",5,1953,2006,"TA","TA","Gd","Y",1008,1008,1,"Gd",1,"Normal",134500,3,4,3,3,5,3,2,1,4,3,11.809319478024,6.91572344863131,6.91572344863131
"1115","RL","OldTown","1Fam","1Story",5,1954,2000,"TA","Gd","Ex","Y",833,833,1,"Gd",1,"Normal",117000,2,4,3,3,5,3,2,1,5,4,11.6699292137799,6.72503364216684,6.72503364216684
"1116","RL","NridgHt","1Fam","1Story",8,2007,2007,"Gd","TA","Ex","Y",1734,1734,2,"Ex",3,"Partial",318000,6,4,3,3,6,4,3,1,5,3,12.6698066617623,7.45818615734049,7.45818615734049
"1117","RL","Gilbert","1Fam","SLvl",8,2002,2002,"Gd","TA","Ex","Y",779,1419,2,"Gd",2,"Normal",184100,4,4,3,3,5,3,3,1,5,3,12.1232343672212,6.65801104587075,7.25770767716004
"1118","RL","Sawyer","1Fam","1Story",5,1967,2003,"TA","TA","Ex","Y",894,894,1,"Gd",2,"Normal",130000,3,4,3,3,5,3,2,1,5,3,11.7752897294377,6.79570577517351,6.79570577517351
"1119","RL","Sawyer","1Fam","SLvl",5,1958,1987,"TA","Gd","TA","Y",1021,1601,1,"TA",1,"Normal",140000,3,4,3,3,5,2,2,1,3,4,11.8493977015914,6.92853781816467,7.37838371299671
"1120","RL","NAmes","1Fam","1Story",5,1959,1959,"TA","TA","TA","Y",1040,1040,1,"TA",1,"Normal",133700,3,4,3,3,5,2,2,1,3,3,11.80335376309,6.94697599213542,6.94697599213542
"1121","RM","IDOTRR","1Fam","1Story",6,1920,1950,"TA","TA","TA","Y",1012,1012,1,"TA",1,"Normal",118400,1,2,3,3,5,2,2,1,3,3,11.681824001432,6.91968384984741,6.91968384984741
"1122","RL","CollgCr","1Fam","1Story",7,2005,2006,"Gd","TA","Ex","Y",1552,1552,2,"Gd",3,"Partial",212900,4,4,3,3,6,3,3,1,5,3,12.2685778508816,7.34729970074316,7.34729970074316
"1123","RL","Edwards","1Fam","1Story",4,1956,1956,"TA","TA","Ex","Y",960,960,1,"TA",1,"Abnorml",112000,2,4,3,3,5,2,2,1,5,3,11.6262541502772,6.86693328446188,6.86693328446188
"1124","RL","Edwards","1Fam","1Story",5,1947,2008,"TA","Ex","Ex","Y",698,698,1,"TA",0,"Normal",118000,2,4,3,3,5,2,2,1,5,5,11.6784399034478,6.54821910276237,6.54821910276237
"1125","RL","Gilbert","1Fam","SLvl",7,1992,1992,"TA","TA","Gd","Y",812,1482,2,"Gd",2,"Normal",163900,4,4,3,3,5,3,2,1,4,3,12.0070117647319,6.69950034016168,7.30114780585603
"1126","RL","NAmes","1Fam","1Story",4,1955,1955,"TA","TA","TA","Y",1005,1005,1,"Fa",2,"Normal",115000,3,4,3,3,5,1,2,1,3,3,11.6526874073454,6.91274282049318,6.91274282049318
"1127","RL","Blmngtn","TwnhsE","1Story",7,2007,2007,"Gd","TA","Ex","Y",1555,1555,2,"Gd",3,"Normal",174000,4,4,3,3,5,3,3,1,5,3,12.0668105781967,7.34923082461333,7.34923082461333
"1128","RL","Gilbert","1Fam","1Story",7,2004,2004,"Gd","TA","Ex","Y",1530,1530,2,"Gd",3,"Family",259000,4,4,3,3,3,3,3,1,5,3,12.4645833406817,7.33302301438648,7.33302301438648
"1129","RL","Gilbert","1Fam","2Story",7,2004,2005,"Gd","TA","Ex","Y",847,1959,2,"Gd",2,"Normal",215000,4,4,3,4,5,3,3,1,5,3,12.2783933071098,6.74170069465205,7.58018941794454
"1130","RM","OldTown","Duplex","SFoyer",5,1980,1980,"TA","TA","TA","Y",936,936,1,"TA",2,"Normal",140000,2,2,2,2,5,2,2,1,3,3,11.8493977015914,6.84161547647759,6.84161547647759
"1131","RL","SWISU","1Fam","1.5Fin",4,1928,1950,"TA","TA","TA","Y",1328,1981,2,"Gd",2,"Normal",135000,3,4,3,2,5,3,2,1,3,3,11.8130300574206,7.19142933003638,7.59135704669855
"1132","RL","Mitchel","1Fam","1Story",5,1991,1992,"TA","TA","TA","Y",974,974,1,"TA",0,"Abnorml",93500,3,4,3,3,5,2,2,1,3,3,11.4457167152768,6.88141130364254,6.88141130364254
"1133","RM","OldTown","1Fam","2Story",6,1880,1950,"TA","TA","TA","Y",1178,2210,2,"Fa",1,"Normal",117500,2,2,3,4,5,1,2,1,3,3,11.6741936125664,7.07157336421153,7.7007477945118
"1134","RL","SawyerW","1Fam","2Story",8,1995,1995,"Gd","TA","Ex","Y",1142,2020,2,"Gd",2,"Normal",239500,4,4,3,4,5,3,3,1,5,3,12.3863086958331,7.04053639021596,7.61085279039525
"1135","RL","Gilbert","1Fam","2Story",6,1997,1997,"TA","TA","Gd","Y",916,1600,2,"TA",2,"Normal",169000,4,4,3,4,5,2,2,1,4,3,12.0376539939052,6.82001636467413,7.37775890822787
"1136","RM","BrkSide","1Fam","1Story",6,1926,1950,"TA","TA","TA","N",986,986,1,"TA",1,"Normal",102000,2,2,3,3,5,2,2,0,3,3,11.5327280922664,6.89365635460264,6.89365635460264
"1137","RL","NAmes","1Fam","1.5Fin",6,1950,1950,"TA","TA","TA","Y",1032,1252,1,"TA",1,"Abnorml",119000,3,4,3,2,5,2,2,1,3,3,11.6868787720937,6.93925394604151,7.13249755166004
"1138","RL","Sawyer","1Fam","1.5Fin",5,1875,1996,"TA","Gd","Gd","N",780,1020,1,"TA",0,"Normal",94000,3,4,3,2,5,2,2,0,4,4,11.4510500612521,6.65929391968364,6.92755790627832
"1139","RL","Mitchel","1Fam","1Story",6,1977,1977,"TA","TA","TA","Y",1567,1567,2,"Gd",2,"Normal",196000,3,4,3,3,5,3,2,1,3,3,12.1858699382127,7.35691824235602,7.35691824235602
"1140","RL","BrkSide","1Fam","1Story",5,1920,1950,"TA","Fa","TA","Y",1167,1167,1,"TA",2,"Normal",144000,2,4,3,3,5,2,2,1,3,2,11.8775685785581,7.06219163228656,7.06219163228656
"1141","RL","NAmes","1Fam","1Story",5,1951,1951,"TA","TA","TA","Y",952,952,1,"TA",2,"Abnorml",139000,3,4,3,3,5,2,2,1,3,3,11.8422292121128,6.85856503479136,6.85856503479136
"1142","RL","NWAmes","1Fam","2Story",5,1976,1976,"TA","Gd","Ex","Y",1088,1868,2,"Gd",2,"Normal",197500,4,4,3,4,5,3,2,1,5,4,12.1934938633233,6.99209642741589,7.53262361878879
"1143","RL","CollgCr","1Fam","2Story",8,2006,2007,"Gd","TA","Ex","Y",1466,2828,3,"Gd",3,"Partial",424870,4,4,3,4,6,3,3,1,5,3,12.9595385187621,7.2902928824466,7.94732502701646
"1144","RL","Sawyer","1Fam","1Story",5,1959,1959,"TA","TA","TA","Y",1006,1006,1,"TA",0,"Normal",80000,3,4,3,3,5,2,2,1,3,3,11.289781913656,6.91373735065968,6.91373735065968
"1145","RL","Edwards","2fmCon","1.5Fin",4,1941,1950,"TA","Fa","Fa","N",672,924,1,"Fa",1,"Normal",80000,2,4,1,2,5,1,2,0,2,2,11.289781913656,6.51025834052315,6.82871207164168
"1146","RM","BrkSide","1Fam","1.5Fin",5,1928,1950,"TA","TA","Ex","Y",1042,1576,1,"TA",1,"Family",149000,2,2,3,2,3,2,2,1,5,3,11.9117015849276,6.94889722231331,7.36264527041782
"1147","RL","SawyerW","1Fam","1Story",6,1985,1985,"Gd","TA","TA","Y",1298,1298,2,"Gd",2,"Normal",180000,4,4,3,3,5,3,3,1,3,3,12.1007121298723,7.16857989726403,7.16857989726403
"1148","RL","Crawfor","1Fam","2Story",7,1941,1950,"TA","TA","Ex","Y",860,1564,1,"Fa",1,"Normal",174500,4,4,3,4,5,1,2,1,5,3,12.0696800206246,6.75693238924755,7.35500192110526
"1149","RM","OldTown","1Fam","1.5Fin",7,1926,1950,"TA","TA","TA","Y",572,1111,1,"TA",1,"Normal",116900,2,2,3,2,5,2,2,1,3,3,11.6690741474602,6.3491389913798,7.01301578963963
"1150","RM","OldTown","1Fam","2Story",7,1920,1988,"TA","Gd","Ex","Y",832,1482,1,"TA",2,"Normal",143000,2,2,3,4,5,2,2,1,5,4,11.870599909242,6.72383244082121,7.30114780585603
"1151","RL","NAmes","1Fam","1Story",6,1950,1950,"TA","TA","Ex","Y",932,932,1,"Gd",1,"Normal",124000,3,4,3,3,5,3,2,1,5,3,11.7280368445872,6.83733281468559,6.83733281468559
"1152","RL","Edwards","1Fam","1Story",5,1959,1959,"TA","TA","TA","Y",1466,1466,1,"Fa",2,"Normal",149900,2,4,3,3,5,1,2,1,3,3,11.9177236840907,7.2902928824466,7.2902928824466
"1153","RL","Crawfor","1Fam","1Story",6,1956,2004,"TA","TA","Ex","Y",1811,1811,1,"Ex",2,"Abnorml",230000,4,4,3,3,5,4,2,1,5,3,12.3458345879053,7.50163445788341,7.50163445788341
"1154","RM","IDOTRR","1Fam","1Story",6,1930,2007,"Gd","Gd","Ex","Y",816,816,1,"TA",1,"Normal",120500,1,2,3,3,5,2,3,1,5,4,11.6994050319128,6.70441435496411,6.70441435496411
"1155","RL","NAmes","1Fam","2Story",7,1965,1988,"TA","TA","TA","Y",902,1820,1,"Gd",2,"Normal",201800,3,4,3,4,5,3,2,1,3,3,12.2150323869016,6.80461452006262,7.50659178007084
"1156","RL","Veenker","1Fam","1Story",5,1976,2004,"Gd","Gd","TA","Y",1437,1437,2,"Gd",2,"Normal",218000,5,4,3,3,5,3,3,1,3,4,12.2922503417712,7.27031288607902,7.27031288607902
"1157","RL","NAmes","1Fam","SLvl",5,1965,1999,"TA","Gd","Gd","Y",1265,1265,2,"Gd",2,"Normal",179900,3,4,3,3,5,3,2,1,4,4,12.1001564199386,7.14282740116162,7.14282740116162
"1158","RL","NridgHt","Twnhs","1Story",7,2007,2008,"Gd","TA","Ex","Y",1314,1314,2,"Gd",2,"Normal",230000,6,4,2,3,5,3,3,1,5,3,12.3458345879053,7.18083119904456,7.18083119904456
"1159","RL","Somerst","1Fam","1Story",8,2007,2008,"Gd","TA","Ex","Y",1580,1580,2,"Gd",3,"Partial",235128,5,4,3,3,6,3,3,1,5,3,12.3678853256926,7.36518012602101,7.36518012602101
"1160","RL","NWAmes","1Fam","2Story",6,1974,1974,"Gd","TA","TA","Y",943,1876,2,"Gd",2,"Normal",185000,4,4,3,4,5,3,3,1,3,3,12.1281111040605,6.84906628263346,7.53689712956617
"1161","RL","NPkVill","Twnhs","2Story",6,1978,1978,"TA","TA","Fa","Y",855,1456,2,"TA",2,"Normal",146000,3,4,2,4,5,2,2,1,2,3,11.8913619006905,6.75110146893676,7.28344822875663
"1162","RL","Crawfor","1Fam","1Story",6,1954,2006,"Gd","TA","Ex","Y",1640,1640,1,"Gd",2,"Normal",224000,4,4,3,3,5,3,3,1,5,3,12.3194013308372,7.40245152081824,7.40245152081824
"1163","RL","Sawyer","1Fam","1Story",5,1968,1968,"TA","TA","Gd","Y",894,894,1,"TA",2,"Normal",129000,3,4,3,3,5,2,2,1,4,3,11.7675676833438,6.79570577517351,6.79570577517351
"1165","RL","Veenker","1Fam","SLvl",5,1978,1978,"TA","TA","Ex","Y",1432,1432,1,"Gd",2,"Normal",194000,5,4,3,3,5,3,2,1,5,3,12.1756134380455,7.26682734752059,7.26682734752059
"1166","RL","NridgHt","1Fam","1Story",7,2009,2009,"Gd","TA","Ex","Y",1502,1502,2,"Gd",2,"Partial",233170,6,4,3,3,6,3,3,1,5,3,12.359523080243,7.31455283232408,7.31455283232408
"1167","RL","CollgCr","1Fam","1Story",8,2008,2008,"Gd","TA","Ex","Y",1694,1694,2,"Gd",3,"Normal",245350,4,4,3,3,5,3,3,1,5,3,12.410441041518,7.434847875212,7.434847875212
"1168","RL","Gilbert","1Fam","2Story",6,2000,2000,"TA","TA","Ex","Y",959,1671,2,"TA",2,"Normal",173000,4,4,3,4,5,2,2,1,5,3,12.0610468734799,6.86589107488344,7.42117752859539
"1169","RL","Edwards","1Fam","2Story",6,1935,1986,"TA","TA","Ex","Y",1236,2108,2,"Gd",2,"Normal",235000,2,4,3,4,5,3,2,1,5,3,12.3673407931263,7.11963563801764,7.65349490966125
"1170","RL","NoRidge","1Fam","2Story",10,1995,1996,"Gd","Gd","Ex","Y",1831,3627,3,"Gd",3,"Normal",625000,6,4,3,4,5,3,3,1,5,4,13.3455069287185,7.51261754467451,8.1961611392829
"1171","RL","Mitchel","1Fam","SLvl",6,1977,1977,"TA","TA","TA","Y",1118,1118,1,"TA",1,"Normal",171000,3,4,3,3,5,2,2,1,3,3,12.0494188354848,7.01929665371504,7.01929665371504
"1172","RL","NAmes","1Fam","1Story",6,1958,1958,"TA","TA","Ex","Y",1261,1261,1,"TA",2,"Normal",163000,3,4,3,3,5,2,2,1,5,3,12.0015054797889,7.13966033596492,7.13966033596492
"1173","FV","Somerst","TwnhsE","2Story",7,2006,2007,"Gd","TA","Ex","Y",625,1250,2,"Gd",2,"Normal",171900,5,5,3,4,5,3,3,1,5,3,12.0546681913709,6.4377516497364,7.13089883029635
"1174","RL","ClearCr","1Fam","1.5Fin",5,1946,1994,"TA","TA","TA","Y",1636,3086,3,"Ex",0,"Normal",200500,4,4,3,2,5,4,2,1,3,3,12.2085695257288,7.40000951716269,8.03463103292311
"1175","RL","Crawfor","1Fam","2Story",6,1932,1950,"TA","TA","TA","Y",1170,2345,2,"TA",2,"Normal",239000,4,4,3,4,5,2,2,1,3,3,12.3842188309136,7.0647590277918,7.76004068088038
"1176","RL","NoRidge","1Fam","1.5Fin",8,1992,2000,"Gd","TA","Ex","Y",2129,2872,2,"Gd",2,"Normal",285000,6,4,3,2,5,3,3,1,5,3,12.5602444592508,7.66340766489348,7.96276393016811
"1177","RL","Mitchel","1Fam","1Story",5,1984,1985,"TA","TA","TA","Y",923,923,1,"TA",1,"Normal",119500,3,4,3,3,5,2,2,1,3,3,11.6910716503537,6.82762923450285,6.82762923450285
"1178","RM","OldTown","1Fam","1.5Fin",6,1926,2004,"TA","TA","TA","Y",818,1224,1,"TA",1,"Normal",115000,2,2,3,2,5,2,2,1,3,3,11.6526874073454,6.70686233660275,7.10987946307227
"1179","RL","Crawfor","1Fam","1.5Fin",5,1921,1950,"TA","TA","Ex","Y",820,1343,1,"TA",1,"Normal",154900,4,4,3,2,5,2,2,1,5,3,11.950535026405,6.7093043402583,7.20266119652324
"1180","RL","Edwards","1Fam","1Story",5,1954,1954,"TA","TA","Gd","Y",1124,1124,1,"TA",0,"Normal",93000,2,4,3,3,5,2,2,1,4,3,11.4403547721354,7.02464903045364,7.02464903045364
"1181","RL","Timber","1Fam","2Story",7,1990,1991,"TA","TA","Ex","Y",1298,2514,2,"TA",2,"Normal",250000,5,4,3,4,5,2,2,1,5,3,12.4292161968444,7.16857989726403,7.82963038915019
"1182","RM","Crawfor","TwnhsE","1Story",8,2008,2008,"Ex","TA","Ex","Y",1652,1652,2,"Gd",2,"Partial",392500,4,2,3,3,6,3,4,1,5,3,12.8802918162046,7.40974195408092,7.40974195408092
"1184","RL","OldTown","1Fam","1Story",5,1920,1950,"TA","TA","Ex","Y",1130,1130,1,"TA",2,"Normal",120000,2,4,3,3,5,2,2,1,5,3,11.6952470217642,7.02997291170639,7.02997291170639
"1185","RL","Timber","1Fam","1Story",5,1963,1963,"TA","TA","Gd","Y",1572,1572,1,"TA",3,"Normal",186700,5,4,3,3,5,2,2,1,4,3,12.1372583295298,7.36010397298915,7.36010397298915
"1186","RL","Edwards","1Fam","1.5Fin",5,1924,1950,"TA","Gd","Gd","Y",949,1221,1,"TA",1,"Normal",104900,2,4,3,2,5,2,2,1,4,4,11.5607627943844,6.85540879860993,7.1074254741107
"1187","RL","OldTown","2fmCon","2Story",3,1900,1970,"TA","TA","TA","Y",1014,1699,2,"TA",2,"Abnorml",95000,2,4,1,4,5,2,2,1,3,3,11.4616321705827,6.92165818415113,7.43779512167193
"1188","RL","NoRidge","1Fam","1Story",8,1994,1995,"Gd","TA","Ex","Y",1624,1624,2,"Gd",3,"Normal",262000,6,4,3,3,5,3,3,1,5,3,12.4760997827432,7.39264752072162,7.39264752072162
"1189","RL","CollgCr","1Fam","2Story",7,2002,2002,"Gd","TA","Ex","Y",831,1660,2,"Gd",2,"Normal",195000,4,4,3,4,5,3,3,1,5,3,12.1807548375459,6.72262979485545,7.41457288135059
"1190","RL","Gilbert","1Fam","2Story",7,1999,1999,"TA","TA","Gd","Y",1028,1804,2,"Gd",2,"Normal",189000,4,4,3,4,5,3,2,1,4,3,12.1495022940418,6.93537044601511,7.49776170062257
"1191","RL","Mitchel","2fmCon","1Story",4,1961,1975,"TA","Gd","Ex","Y",1622,1622,1,"TA",4,"Normal",168000,3,4,1,3,5,2,2,1,5,4,12.0317192583854,7.39141523467536,7.39141523467536
"1192","FV","Somerst","Twnhs","2Story",8,1999,2000,"Gd","TA","Ex","Y",764,1441,2,"Gd",2,"Normal",174000,5,5,2,4,5,3,3,1,5,3,12.0668105781967,6.63856778916652,7.27309259599952
"1193","RM","OldTown","1Fam","1.5Fin",5,1925,1994,"TA","TA","Gd","Y",842,1472,1,"Gd",1,"Normal",125000,2,2,3,2,5,3,2,1,4,3,11.7360690162844,6.73578001424233,7.29437729928882
"1194","RM","Mitchel","TwnhsE","1Story",6,1999,1999,"TA","TA","Ex","Y",1224,1224,2,"TA",2,"Normal",165000,3,2,3,3,5,2,2,1,5,3,12.0137007528827,7.10987946307227,7.10987946307227
"1195","RL","Sawyer","1Fam","2Story",6,1969,1969,"TA","TA","TA","Y",663,1352,1,"TA",1,"Normal",158000,3,4,3,4,5,2,2,1,3,3,11.9703503120091,6.49677499018586,7.20934025660291
"1196","RL","Gilbert","1Fam","2Story",6,2005,2005,"TA","TA","Ex","Y",728,1456,2,"Gd",2,"Normal",176000,4,4,3,4,5,3,2,1,5,3,12.0782392740203,6.59030104819669,7.28344822875663
"1197","RL","Gilbert","1Fam","2Story",7,2006,2006,"Gd","TA","Ex","Y",879,1863,2,"Gd",3,"Partial",219210,4,4,3,4,6,3,3,1,5,3,12.2977854534534,6.77878489768518,7.52994337060159
"1198","RM","OldTown","1Fam","2.5Unf",7,1916,1950,"TA","TA","Ex","Y",815,1690,1,"TA",1,"Normal",144000,2,2,3,2,5,2,2,1,5,3,11.8775685785581,6.70318811324086,7.43248380791712
"1199","RL","CollgCr","1Fam","1Story",7,2001,2001,"Gd","TA","Ex","Y",1212,1212,2,"Gd",2,"Normal",178000,4,4,3,3,5,3,3,1,5,3,12.0895388292742,7.10002716662926,7.10002716662926
"1200","RL","Sawyer","1Fam","1Story",4,1963,1979,"TA","TA","Gd","Y",1382,1382,1,"TA",2,"Normal",148000,3,4,3,3,5,2,2,1,4,3,11.9049675527463,7.23128700432762,7.23128700432762
"1201","RL","NAmes","1Fam","1Story",4,1970,1970,"TA","TA","Gd","Y",864,864,1,"TA",1,"Abnorml",116050,3,4,3,3,5,2,2,1,4,3,11.6617764117026,6.76157276880406,6.76157276880406
"1202","RL","CollgCr","1Fam","2Story",7,1998,1998,"TA","TA","Ex","Y",866,1779,2,"Gd",2,"Normal",197900,4,4,3,4,5,3,2,1,5,3,12.1955171315907,6.76388490856244,7.48380668766583
"1203","RM","BrkSide","1Fam","1.5Fin",5,1925,1997,"TA","TA","Ex","Y",884,1348,1,"TA",1,"Normal",117000,2,2,3,2,5,2,2,1,5,3,11.6699292137799,6.78445706263764,7.20637729147225
"1204","RL","CollgCr","1Fam","1Story",7,2000,2001,"Gd","TA","Ex","Y",1630,1630,2,"Gd",2,"Normal",213000,4,4,3,3,5,3,3,1,5,3,12.2690474446916,7.39633529380081,7.39633529380081
"1205","RL","NWAmes","1Fam","1Story",5,1975,1975,"TA","TA","Ex","Y",1074,1074,1,"TA",2,"Normal",153500,4,4,3,3,5,2,2,1,5,3,11.9414558460094,6.97914527506881,6.97914527506881
"1206","RL","SawyerW","1Fam","1Story",7,1990,1991,"Gd","TA","Gd","Y",2196,2196,2,"Gd",3,"Normal",271900,4,4,3,3,5,3,3,1,4,3,12.5131896306206,7.69439280262942,7.69439280262942
"1207","RH","SawyerW","1Fam","1Story",4,1966,1966,"TA","TA","TA","Y",1056,1056,1,"TA",1,"Normal",107000,4,3,3,3,5,2,2,1,3,3,11.580584113444,6.96224346426621,6.96224346426621
"1208","RL","CollgCr","1Fam","1Story",6,2003,2003,"Gd","TA","Ex","Y",1700,1700,2,"Gd",2,"Normal",200000,4,4,3,3,5,3,3,1,5,3,12.2060726455302,7.43838353004431,7.43838353004431
"1209","RL","NAmes","1Fam","1Story",5,1962,1980,"TA","Gd","TA","Y",1283,1283,1,"TA",2,"Normal",140000,3,4,3,3,5,2,2,1,3,4,11.8493977015914,7.15695636461564,7.15695636461564
"1210","RL","Somerst","1Fam","1Story",8,2006,2006,"Gd","TA","Ex","Y",1660,1660,2,"Gd",2,"Partial",290000,5,4,3,3,6,3,3,1,5,3,12.5776362019627,7.41457288135059,7.41457288135059
"1211","RL","SawyerW","1Fam","2Story",6,1992,1992,"Gd","TA","Ex","Y",1055,1845,2,"Gd",2,"Normal",189000,4,4,3,4,5,3,3,1,5,3,12.1495022940418,6.96129604591017,7.52023455647463
"1212","RL","Gilbert","1Fam","1.5Fin",8,1988,2005,"Gd","TA","Gd","Y",1080,1752,2,"TA",2,"Normal",164000,4,4,3,2,5,2,3,1,4,3,12.0076217068063,6.98471632011827,7.46851327149634
"1213","RL","Edwards","1Fam","1Story",4,1941,1950,"TA","TA","TA","Y",672,672,1,"TA",1,"Normal",113000,2,4,3,3,5,2,2,1,3,3,11.6351430976945,6.51025834052315,6.51025834052315
"1215","RL","NAmes","1Fam","SFoyer",5,1962,1962,"TA","TA","TA","Y",999,999,1,"TA",1,"Normal",134500,3,4,3,2,5,2,2,1,3,3,11.809319478024,6.90675477864855,6.90675477864855
"1216","RL","Sawyer","1Fam","1Story",5,1966,1966,"TA","TA","TA","Y",894,894,1,"TA",1,"Normal",125000,3,4,3,3,5,2,2,1,3,3,11.7360690162844,6.79570577517351,6.79570577517351
"1217","RM","Sawyer","Duplex","1.5Fin",6,1978,1978,"TA","TA","TA","Y",1318,1902,2,"TA",2,"Normal",112000,3,2,2,2,5,2,2,1,3,3,11.6262541502772,7.18387071506245,7.55066124310534
"1218","FV","Somerst","1Fam","1Story",8,2009,2009,"Gd","TA","Ex","Y",1314,1314,2,"Gd",2,"Partial",229456,5,5,3,3,6,3,3,1,5,3,12.343466568969,7.18083119904456,7.18083119904456
"1219","RM","BrkSide","1Fam","1.5Fin",4,1947,1950,"TA","TA","Gd","N",672,912,1,"TA",0,"Normal",80500,2,2,3,2,5,2,2,0,4,3,11.2960124634067,6.51025834052315,6.81563999007433
"1220","RM","BrDale","Twnhs","2Story",6,1971,1971,"TA","TA","TA","Y",672,1218,1,"TA",0,"Abnorml",91500,1,2,2,4,5,2,2,1,3,3,11.4240942512636,6.51025834052315,7.10496544826984
"1221","RL","NAmes","1Fam","1Story",5,1964,1964,"TA","TA","TA","Y",912,912,1,"TA",1,"Abnorml",115000,3,4,3,3,5,2,2,1,3,3,11.6526874073454,6.81563999007433,6.81563999007433
"1222","RL","Sawyer","1Fam","1Story",5,1968,1968,"TA","TA","Ex","Y",1211,1211,1,"TA",1,"Normal",134000,3,4,3,3,5,2,2,1,5,3,11.805595078933,7.09920174355309,7.09920174355309
"1223","RL","NAmes","1Fam","1.5Fin",6,1949,1950,"TA","TA","Ex","Y",1168,1846,2,"TA",1,"Normal",143000,3,4,3,2,5,2,2,1,5,3,11.870599909242,7.06304816338817,7.5207764150628
"1224","RL","NAmes","1Fam","1Story",5,1951,1951,"TA","TA","TA","N",2136,2136,2,"TA",2,"Normal",137900,3,4,3,3,5,2,2,0,3,3,11.8342840637814,7.66669020008009,7.66669020008009
"1225","RL","Gilbert","1Fam","2Story",7,2004,2005,"Gd","TA","Ex","Y",788,1490,2,"Gd",2,"Normal",184000,4,4,3,4,5,3,3,1,5,3,12.1226910365911,6.66949808985788,7.30653139893951
"1226","RL","NAmes","1Fam","SLvl",6,1958,1958,"TA","Gd","Ex","Y",1138,1138,1,"TA",1,"Normal",145000,3,4,3,3,5,2,2,1,5,4,11.8844890214027,7.03702761468628,7.03702761468628
"1227","RL","Somerst","1Fam","2Story",6,2007,2007,"Gd","TA","Ex","Y",894,1933,2,"Gd",3,"Normal",214000,5,4,3,4,5,3,3,1,5,3,12.273731294004,6.79570577517351,7.56682847920833
"1228","RL","NAmes","1Fam","1Story",5,1965,2008,"TA","TA","Ex","Y",912,912,1,"Gd",2,"Normal",147000,3,4,3,3,5,3,2,1,5,3,11.8981878657609,6.81563999007433,6.81563999007433
"1229","RL","NridgHt","TwnhsE","1Story",9,2008,2008,"Ex","TA","Ex","Y",1702,1702,1,"Ex",3,"Partial",367294,6,4,3,3,6,4,4,1,5,3,12.8139178962537,7.43955930913332,7.43955930913332
"1230","RL","NAmes","1Fam","SLvl",5,1960,1960,"TA","TA","Gd","Y",1507,1507,2,"TA",1,"Normal",127000,3,4,3,3,5,2,2,1,4,3,11.7519423654407,7.3178761986265,7.3178761986265
"1231","RL","Sawyer","Duplex","1.5Fin",5,1977,1977,"TA","TA","Ex","Y",1361,2620,2,"TA",2,"Normal",190000,3,4,2,2,5,2,2,1,5,3,12.1547793511426,7.21597500265147,7.87092959675514
"1232","RL","NAmes","Duplex","SLvl",5,1962,1962,"TA","TA","TA","Y",1190,1190,1,"TA",2,"Normal",132500,3,4,2,3,5,2,2,1,3,3,11.7943379244084,7.08170858610557,7.08170858610557
