"","OverallQual","YearBuilt","FullBath","GarageCars","NHood","MSZone","BType","HStyle","SCond","KQual","ExQual","HQC","X1stFlrSF.log","GrLivArea.log","SalePrice.log"
"808",5,1923,1,2,2,4,3,4,5,3,2,5,6.97728134163075,7.36264527041782,12.3171666930358
"809",5,1966,1,2,3,4,3,3,5,2,2,3,6.99025650049388,6.99025650049388,11.9826165453777
"810",5,1898,2,2,2,2,3,2,5,2,2,3,6.98007594056176,7.66762609158499,11.5711943730942
"811",6,1974,1,2,4,4,3,3,5,3,2,2,7.1770187659099,7.1770187659099,12.106252310248
"812",6,2004,1,2,4,2,3,3,5,3,3,5,6.7428806357919,6.7428806357919,11.8810347865346
"813",5,1952,1,2,1,1,3,3,4,1,1,3,6.95081476844258,6.95081476844258,10.9329819619041
"814",6,1958,1,1,3,4,3,3,5,2,2,4,7.27378631784489,7.27378631784489,11.9697172002437
"815",5,1918,1,1,2,4,3,2,5,1,2,4,6.53087762772588,7.13089883029635,11.6613454700885
"816",7,1998,2,2,4,4,3,3,5,3,2,5,7.41517510961329,7.41517510961329,12.3234111379474
"817",5,1954,1,1,3,4,3,3,5,2,2,4,6.91572344863131,6.91572344863131,11.8277362048103
"818",8,2002,2,3,3,4,3,3,5,3,3,5,7.4318919168078,7.4318919168078,12.5098740998618
"819",6,1971,1,2,4,4,3,3,5,2,2,4,6.95844839329766,6.95844839329766,11.9511803959014
"820",7,2009,2,2,6,4,3,3,6,3,3,5,7.21376830811864,7.21376830811864,12.3194013308372
"821",7,2003,2,2,4,4,3,4,5,3,3,5,6.68210859744981,7.40245152081824,12.1172414318236
"822",4,1953,1,2,2,2,1,3,5,2,1,3,6.84161547647759,6.84161547647759,11.4403547721354
"823",7,2003,2,2,4,4,3,4,3,3,3,5,6.74170069465205,7.45760928971561,12.3238556811866
"824",6,1940,2,1,3,4,3,2,5,2,2,3,6.8501261661455,7.30586003268401,11.8458198802436
"825",8,2006,2,2,5,5,3,3,6,3,3,5,7.30586003268401,7.30586003268401,12.3570755190667
"826",10,2007,2,3,6,4,3,3,6,4,4,5,7.64204440287326,7.64204440287326,12.8609986132699
"827",5,1924,1,0,2,2,3,1,5,3,2,4,6.66440902035041,6.66440902035041,11.6036798282387
"828",7,2001,2,2,4,4,3,3,5,3,3,5,7.26822302115957,7.26822302115957,12.1495022940418
"829",5,1967,2,2,4,4,3,4,5,2,2,3,7.05617528410041,7.66199755890189,12.1281111040605
"830",7,2005,2,2,5,5,2,4,5,3,3,5,6.25382881157547,7.10906213568717,11.9009052587374
"831",6,1957,1,2,3,4,3,3,5,2,2,3,7.23849684089437,7.23849684089437,12.0197430673387
"832",7,2005,2,2,5,5,3,4,5,3,2,5,6.25382881157547,7.09007683577609,11.9250351157971
"833",7,2003,2,2,4,4,3,4,5,3,3,5,6.84694313958538,7.51152464839087,12.3758154201173
"834",6,1964,1,2,3,4,3,3,5,2,2,3,7.32383056620232,7.32383056620232,12.0257490913989
"835",5,1961,1,2,3,4,3,3,5,2,2,4,7.04228617193974,7.04228617193974,11.8490404949436
"836",4,1950,2,2,3,4,3,3,5,3,2,3,6.97260625130175,6.97260625130175,11.7597855429018
"837",5,1948,1,2,2,2,3,3,5,2,2,4,7.35179986905778,7.35179986905778,11.9414558460094
"838",6,1973,1,1,1,2,2,4,5,2,2,3,6.18001665365257,6.89467003943348,11.5129254649702
"839",5,1995,1,1,4,4,3,3,5,3,2,5,7.00215595440362,7.00215595440362,11.8775685785581
"840",5,1946,1,1,2,4,3,2,5,2,2,5,6.64378973314767,7.09007683577609,11.7791285057449
"841",6,1925,2,1,3,3,3,4,5,1,2,3,6.69703424766648,7.30114780585603,11.8493977015914
"842",5,1904,2,2,2,2,3,4,5,3,2,4,6.86484777797086,7.33888813383888,11.9671807372478
"843",6,1966,1,2,3,4,3,3,5,2,2,3,7.0604763659998,7.0604763659998,12.0719696610067
"844",5,1961,2,0,3,4,2,3,5,2,2,5,7.49554194388426,7.49554194388426,11.8565151693603
"845",5,1915,1,3,2,2,3,2,5,2,2,4,6.77536609093639,7.25559127425367,11.944058319827
"846",5,1975,2,2,3,4,3,2,5,2,2,3,7.43897159239586,7.43897159239586,12.0494188354848
"847",7,1993,2,2,4,4,3,4,5,3,3,5,6.91373735065968,7.48155570190952,12.2690474446916
"848",5,1972,1,1,4,4,3,3,5,2,2,5,6.76157276880406,6.76157276880406,11.8018567568224
"849",6,1908,3,2,4,4,3,2,5,2,2,3,7.17548971362422,7.76556908109732,12.3883942023241
"850",6,1976,2,2,5,4,3,3,5,2,3,5,6.99759598298193,7.52563997504154,12.1388638958367
"851",6,2003,1,2,4,2,3,3,5,3,3,5,6.7428806357919,6.7428806357919,11.7867621306
"852",8,2003,2,2,4,4,3,3,5,3,3,5,7.28344822875663,7.28344822875663,12.2783933071098
"853",7,1941,2,1,4,4,3,2,5,2,2,4,6.82219739062049,7.40610338123702,12.0076217068063
"854",6,1964,1,2,3,4,3,3,5,2,2,3,7.27586460054653,7.27586460054653,11.9703503120091
"855",5,1955,1,2,3,4,3,3,5,2,2,3,7.48380668766583,7.48380668766583,12.0435537160324
"856",5,1962,1,1,3,4,3,3,5,2,2,5,6.94697599213542,6.94697599213542,11.7519423654407
"857",6,1978,1,2,4,4,3,3,5,2,2,3,6.93342302573071,6.93342302573071,11.8981878657609
"858",6,1994,2,2,4,4,3,4,5,2,2,4,6.55393340402581,7.3004728142678,12.0668105781967
"859",7,1976,2,2,4,4,3,3,3,2,2,3,7.22256601882217,7.22256601882217,11.9316357998284
"860",6,1968,2,2,4,4,3,4,5,3,2,3,7.32118855673948,7.88382321489215,12.4292161968444
"861",7,1918,1,1,4,4,3,2,5,3,3,4,6.81563999007433,7.26262860097424,12.1545161586158
"862",5,1965,1,2,3,4,1,3,5,2,2,5,6.94601399109923,6.94601399109923,11.7867621306
"863",6,1984,2,2,4,4,3,3,5,2,2,3,7.00033446027523,7.00033446027523,11.9316357998284
"864",5,1959,1,1,3,4,3,3,5,2,2,3,7.04577657687951,7.04577657687951,11.7943379244084
"865",7,2007,2,2,5,5,3,3,6,3,3,5,7.22402480828583,7.22402480828583,12.4315335097995
"866",5,1970,1,2,3,4,3,3,5,2,2,3,6.90975328164481,6.90975328164481,11.9083402372249
"867",8,2006,2,3,5,4,3,3,6,3,3,5,7.40610338123702,7.40610338123702,12.4248064883557
"868",4,1961,1,2,3,4,3,3,5,1,2,3,7.02108396428914,7.02108396428914,11.7675676833438
"869",5,1948,2,2,4,4,3,4,5,2,2,4,7.34407285057307,7.74932246466036,12.0376539939052
"870",7,1993,2,2,4,4,3,4,5,3,3,5,6.96790920180188,7.57507169950756,12.3715870840077
"871",5,1962,1,1,3,4,3,3,5,2,2,4,6.79570577517351,6.79570577517351,11.6036798282387
"872",6,1998,2,2,4,4,3,4,5,3,2,5,6.68959926917897,7.42773884053289,12.2085695257288
"873",5,1953,1,2,3,4,3,3,5,3,3,4,6.8134445995109,6.8134445995109,11.6613454700885
"874",5,1949,1,1,3,4,3,3,5,2,3,4,6.94312242281943,7.14519613499717,11.7981044072039
"875",5,1941,1,1,2,2,3,2,5,2,2,5,6.51619307604296,7.03085747611612,11.1049572266439
"876",8,2007,2,2,5,5,3,4,6,4,3,5,7.07665381544395,7.86710550031674,12.623061104073
"877",4,1963,1,2,3,4,3,3,5,2,2,4,6.94697599213542,6.94697599213542,11.7924493497205
"878",9,2004,2,3,6,4,3,4,5,4,3,5,7.28756064030972,7.70706265537047,12.7656884334656
"879",5,1961,1,2,3,4,3,2,5,3,2,3,7.05185562295589,7.05185562295589,11.9049675527463
"880",5,1978,1,1,4,4,3,3,5,2,3,5,6.76157276880406,6.76157276880406,11.8240798936072
"881",5,2005,1,2,2,4,3,3,5,2,2,4,6.99393297522319,6.99393297522319,11.9640010843304
"882",7,1990,2,2,5,4,3,2,5,3,3,5,7.07918439460967,7.44833386089748,12.1415341243926
"883",6,1992,2,2,4,4,3,4,5,2,2,4,6.69456205852109,7.37337430991005,12.0895388292742
"884",4,1912,1,1,3,4,3,4,5,2,3,3,6.86066367144829,7.70975686445416,11.6826682395573
"885",5,1967,1,1,3,4,3,3,5,2,2,3,6.79346613258001,6.79346613258001,11.5129254649702
"886",9,1999,2,2,5,5,3,3,5,3,3,5,7.44366368311559,7.44366368311559,12.7035090321771
"887",5,1959,2,2,3,4,2,3,3,2,2,5,7.44541755670169,7.44541755670169,11.8844890214027
"888",5,1955,1,1,2,4,3,2,5,2,2,3,6.77078942390898,7.23921497377981,11.8167269193019
"889",8,1970,2,2,3,4,3,3,5,3,3,5,7.70391020961631,7.70391020961631,12.498742259493
"890",6,1953,1,2,3,4,3,3,5,2,2,5,7.31654817718298,7.31654817718298,11.9150516718129
"891",5,1949,1,2,3,4,3,2,5,2,2,5,6.51025834052315,6.82871207164168,11.7191262955541
"892",6,1978,2,2,3,4,3,4,5,2,2,4,6.82219739062049,7.42833319419081,12.0581525154536
"893",6,1963,1,1,3,4,3,3,5,2,2,3,6.97354301952014,6.97354301952014,11.9479493753199
"894",5,1954,1,1,3,4,3,3,5,2,2,3,7.23201033166476,7.23201033166476,12.0137007528827
"895",5,1979,2,2,4,4,2,3,4,2,2,3,7.3362856600213,7.3362856600213,11.6856847822605
"896",6,1963,1,2,3,4,3,4,5,2,2,3,6.89060912014717,7.49331724886215,11.8493977015914
"897",4,1936,1,1,1,2,3,3,5,2,2,5,6.85751406254539,6.85751406254539,11.5759002641316
"898",5,1979,2,2,4,4,2,4,4,2,2,3,7.02108396428914,7.71423114484909,11.8702711838891
"899",9,2009,2,3,6,4,3,3,6,4,4,5,7.76811037852599,7.76811037852599,13.3239269468631
"900",5,1961,1,1,3,4,3,3,5,2,2,3,7.11963563801764,7.11963563801764,11.8130300574206
"901",4,1971,1,1,3,4,3,3,5,2,2,3,6.75460409948796,6.75460409948796,11.6082356447746
"902",5,1957,1,1,3,4,3,3,5,2,2,3,7.17472430983638,7.17472430983638,11.9381932003746
"903",7,2003,2,2,4,4,3,4,5,3,3,5,6.69332366826995,7.31920245876785,12.1007121298723
"904",7,2006,2,3,4,4,3,3,6,3,3,5,7.4205789054108,7.4205789054108,12.3883942023241
"905",5,1967,1,1,3,4,3,3,5,2,2,3,6.80461452006262,6.80461452006262,11.740061037554
"906",5,1954,1,1,3,4,3,3,5,2,2,3,6.96885037834195,6.96885037834195,11.7597855429018
"907",8,2006,2,3,5,4,3,3,5,3,3,5,7.40000951716269,7.40000951716269,12.4490188241406
"908",7,1936,1,1,4,4,3,2,5,3,3,4,6.92755790627832,7.62900388965296,12.4292161968444
"909",5,1983,1,2,3,4,3,3,5,2,2,3,6.80461452006262,6.80461452006262,11.7829526021833
"910",6,2005,2,2,4,4,3,4,5,3,3,5,6.60934924316738,7.30249642372733,12.0668105781967
"911",5,1960,2,2,3,4,2,4,5,2,2,3,7.00760061395185,7.72929567431048,11.9466540383513
"912",5,1977,1,1,4,4,3,3,5,3,2,3,7.14519613499717,7.14519613499717,11.8740903141818
"913",5,1925,1,1,2,2,3,3,5,2,2,3,6.92264389147589,6.92264389147589,11.3850920934603
"914",5,1949,2,3,4,3,2,4,5,2,2,3,6.90875477931522,7.60190195987517,11.8844890214027
"915",6,2009,2,2,5,5,3,4,6,3,3,5,6.41673228251233,7.10987946307227,12.0652749169136
"916",4,1970,1,1,1,2,2,4,5,2,2,2,6.30261897574491,6.99576615630485,11.2252433925184
"918",4,1956,1,1,2,4,3,3,5,2,2,5,7.11395610956603,7.11395610956603,11.8130300574206
"919",7,1991,2,3,4,4,3,4,5,3,3,5,6.81563999007433,7.66246781520024,12.3800259526536
"920",6,1958,1,2,3,4,3,3,5,2,4,5,7.25417784645652,7.25417784645652,12.0810761553555
"921",6,1994,2,2,4,4,3,4,5,3,3,5,6.84161547647759,7.45066079621154,12.2110601870412
"922",5,1900,2,0,2,4,2,2,5,2,2,4,7.14834574390007,7.69621263934641,11.8906767345109
"923",6,2005,2,2,4,4,3,3,6,3,3,5,7.18235211188526,7.18235211188526,12.0434948907728
"924",6,1993,2,2,4,4,3,3,5,3,3,5,7.38832785957711,7.38832785957711,12.170445467887
"925",6,1980,2,2,4,4,3,3,5,2,2,3,7.4301141385618,7.4301141385618,12.2428866186529
"926",5,1977,2,2,4,4,3,3,5,4,2,3,7.02642680869964,7.02642680869964,12.0725412529057
"927",8,2003,2,3,6,4,3,4,5,4,3,5,7.11801620446533,7.77233157516961,12.5602444592508
"928",7,1968,2,2,4,4,3,4,5,2,2,4,7.00124562206948,7.58984151218266,12.0782392740203
"929",8,2001,2,2,4,4,3,3,5,4,3,5,7.48885295573346,7.48885295573346,12.3737034869141
"930",7,1997,2,2,4,4,3,4,5,3,2,4,6.90073066404517,7.71244383427499,12.3104326608544
"931",8,2007,2,3,5,4,3,3,5,3,3,5,7.2902928824466,7.2902928824466,12.2110601870412
"932",5,1965,1,1,3,4,3,3,5,2,2,5,6.82979373751242,6.82979373751242,11.6741936125664
"933",9,2006,2,3,5,4,3,3,5,4,4,5,7.5522372875608,7.5522372875608,12.6760762747759
"934",7,2004,2,2,4,4,3,3,5,3,3,5,7.3132203870903,7.3132203870903,12.1547793511426
"935",7,1960,2,2,3,4,3,3,5,3,2,5,7.63482067774554,7.63482067774554,12.3966930051388
"936",4,1926,1,2,2,4,3,3,5,2,2,4,6.61606518513282,6.61606518513282,11.2885311317544
"937",7,2003,2,2,4,4,3,3,5,3,3,5,7.09007683577609,7.09007683577609,12.1275704173752
"938",7,2005,2,2,5,4,3,4,5,3,3,5,7.01481435127554,7.58629630715272,12.4411447677097
"939",7,2006,2,3,4,4,3,4,6,3,3,5,7.23777819192344,7.58171964012531,12.3875563514251
"940",7,1940,2,1,4,4,3,4,5,2,2,5,7.09589322109753,7.78447323573647,12.4065615062796
"941",6,1976,2,2,3,4,2,3,5,2,2,3,7.454719949364,7.454719949364,11.9243726447559
"942",7,1999,2,2,4,4,3,4,5,3,3,5,6.92951677076365,7.63046126178363,12.273731294004
"943",4,1977,2,0,2,4,2,3,5,2,2,3,7.27239839257005,7.27239839257005,11.9183905730784
"944",5,1967,2,2,3,4,2,3,5,2,2,3,7.39756153552405,7.39756153552405,11.870599909242
"945",6,1958,1,2,5,4,3,3,5,3,2,4,7.20340552108309,7.20340552108309,11.8313791960888
"946",5,1890,1,2,2,2,3,2,5,2,2,3,7.08002649992259,7.53315880745556,11.7352686961137
"947",5,1959,1,1,3,4,3,3,5,2,2,3,7.04228617193974,7.04228617193974,11.870599909242
"948",8,2002,2,3,5,4,3,3,5,3,3,5,7.39572160860205,7.39572160860205,12.5061772379805
"949",7,2002,2,2,4,4,3,4,5,3,3,5,6.84161547647759,7.48211892355212,12.16785143271
"950",6,1972,1,2,4,4,3,3,5,3,2,3,7.23056315340929,7.23056315340929,12.1934938633233
"951",5,1950,1,2,3,4,3,3,5,3,2,4,6.76157276880406,6.76157276880406,11.7675676833438
"952",5,1965,1,1,4,3,3,3,5,2,2,4,6.87212810133899,6.87212810133899,11.6944133410156
"953",5,1972,1,1,4,4,3,2,5,2,2,4,6.64378973314767,6.64378973314767,11.8048485316793
"954",5,1969,2,2,3,4,3,4,5,2,2,5,7.06304816338817,7.5847730776122,12.0552497557956
"955",6,1975,2,0,2,4,2,2,1,2,2,3,6.88755257166462,6.88755257166462,11.7558716435806
"956",6,1946,2,2,4,3,2,4,5,2,2,3,6.88653164253051,7.57967882309046,11.8844890214027
"957",6,1980,1,2,3,2,3,4,5,2,2,3,6.3297209055227,7.11395610956603,11.7280368445872
"958",5,1962,1,2,3,4,3,3,5,2,2,3,6.96318998587024,6.96318998587024,11.7905572015685
"959",7,2003,2,2,4,4,3,3,5,3,3,5,7.19818357710194,7.19818357710194,12.1281111040605
"960",7,1999,2,2,5,5,2,4,5,3,3,5,6.54534966033442,7.25559127425367,11.9511803959014
"961",5,1958,1,0,2,4,3,3,5,2,2,4,6.75460409948796,6.75460409948796,11.6656465519879
"962",6,1977,2,2,4,4,3,4,5,2,2,3,7.34083555412327,7.96276393016811,12.5135573452781
"963",6,1976,2,2,3,4,3,4,5,3,2,3,6.68959926917897,7.34471905414967,11.9511803959014
"964",9,2007,2,2,4,4,3,3,5,4,3,5,7.49554194388426,7.49554194388426,12.3842188309136
"965",7,2002,2,2,5,4,3,4,5,3,3,5,6.71417052990947,7.54644627374602,12.2779280826306
"966",6,2005,2,2,4,4,3,4,6,3,3,5,6.6631326959908,7.30249642372733,12.0945822694968
"967",5,1940,1,1,4,4,3,2,5,2,3,5,6.88346258641309,7.17625453201714,11.982929094216
"968",5,1955,1,1,3,4,3,3,5,2,2,3,7.00124562206948,7.00124562206948,11.8130300574206
"969",3,1910,1,0,2,2,3,2,5,2,2,2,6.39692965521615,6.87523208727658,10.5427063910705
"970",6,1958,1,1,3,4,1,3,5,2,2,3,6.9985096422506,6.9985096422506,11.8493977015914
"971",4,1949,1,0,3,4,3,2,5,2,2,3,6.5792512120101,7.0833878476253,11.8130300574206
"972",7,2003,2,2,6,4,2,4,5,3,3,5,6.63856778916652,7.39387829010776,12.0610468734799
"973",6,1979,2,1,4,4,3,3,5,2,2,3,6.82219739062049,6.82219739062049,11.5079129231467
"974",7,2007,2,2,5,5,3,3,6,3,3,5,7.26403014289953,7.26403014289953,12.1117619660589
"975",7,1910,1,2,2,4,3,4,5,3,2,3,7.0352685992811,7.61035761831284,12.0287386302473
"976",7,2000,2,2,5,5,2,4,5,3,3,5,6.51174532964473,7.23128700432762,12.0137007528827
"977",4,1923,1,0,2,4,3,3,5,1,2,3,6.76734312526539,6.76734312526539,11.3562716549249
"978",7,2006,1,2,5,5,3,3,6,3,3,5,7.12367278520461,7.12367278520461,12.2055725204885
"979",4,1954,1,2,2,4,3,3,5,2,2,5,6.79570577517351,6.79570577517351,11.6082356447746
"980",5,1963,1,2,3,4,3,3,5,2,2,3,7.02197642307216,7.02197642307216,11.8422292121128
"981",7,1961,1,2,3,4,3,2,5,4,4,4,6.90675477864855,6.90675477864855,12.091783499128
"982",8,1998,2,3,6,4,3,4,5,3,3,5,7.15148546390474,7.86787149039632,12.7248664389453
"983",7,2007,2,2,4,4,3,3,5,3,3,5,7.14361760270412,7.14361760270412,11.9822726287897
"984",8,2002,2,2,4,4,3,4,5,3,3,5,7.04664727784876,7.73630709654828,12.4525420221479
"985",5,1977,2,2,3,4,2,2,5,3,2,3,7.17165682276851,7.45818615734049,11.7440371859336
"986",5,1950,1,1,2,4,1,3,5,2,2,3,7.05961762829138,7.05961762829138,11.7360690162844
"987",6,1910,1,1,2,2,3,2,5,3,2,4,6.90875477931522,7.39939808333135,11.6699292137799
"988",9,2009,2,3,6,4,3,3,6,4,4,5,7.57044325205737,7.57044325205737,12.887127001736
"989",6,1976,2,2,4,4,3,4,5,3,2,3,7.01929665371504,7.61579107203583,12.1807548375459
"990",7,2006,2,2,5,5,3,4,6,3,3,5,6.65672652417839,7.36264527041782,12.1909590077201
"991",8,1997,2,3,6,4,3,4,5,3,3,5,7.24921505711439,7.77988511507052,12.7599577587566
"992",8,1882,1,2,2,2,3,4,5,3,3,4,6.82001636467413,7.46278915741245,12.0317192583854
"993",6,1964,2,2,3,4,3,4,5,3,2,4,6.92755790627832,7.5234813125735,12.1388638958367
"994",6,2005,2,2,4,4,3,4,6,3,2,5,6.62007320653036,7.3132203870903,12.0662357003424
"995",10,2006,2,3,6,4,3,3,5,4,4,5,7.4489161025442,7.4489161025442,12.7293207892947
"996",4,1946,1,1,2,4,3,2,5,2,2,3,6.65157187358973,7.11476944836646,11.7084922485142
"997",5,1961,1,1,3,4,3,3,5,2,2,3,6.95654544315157,6.95654544315157,11.8240798936072
"998",6,1970,2,2,4,4,3,3,5,2,2,3,7.27378631784489,7.27378631784489,12.1281111040605
"999",3,1922,1,1,1,2,3,3,5,2,2,2,6.98193467715639,6.98193467715639,11.418614785499
"1000",7,2006,2,2,4,4,3,3,5,3,3,5,7.09672137849476,7.09672137849476,12.2356314477717
"1001",3,1952,1,2,2,4,3,3,5,1,2,2,6.8501261661455,6.8501261661455,11.3144745262464
"1002",5,1920,1,1,2,4,3,3,5,4,2,5,6.53813982376767,6.53813982376767,11.3621025752356
"1003",8,2006,2,3,5,4,3,3,5,3,3,5,7.36137542897735,7.36137542897735,12.3544926506484
"1004",5,1976,2,2,4,4,2,3,5,2,2,2,7.4265490723973,7.4265490723973,11.8270425336191
"1005",7,2005,2,2,4,4,3,3,5,3,3,5,7.31588350450979,7.31588350450979,12.106252310248
"1006",5,1977,2,1,4,4,3,3,5,2,3,3,6.89264164117209,6.89264164117209,11.9177236840907
"1007",6,1970,2,2,3,4,3,3,5,2,2,4,7.41276401742656,7.41276401742656,12.0045682693194
"1008",4,1970,1,1,1,2,3,4,5,2,2,3,6.30261897574491,6.99576615630485,11.3850920934603
"1009",7,2004,2,2,3,4,3,3,5,3,3,5,7.44424864949671,7.44424864949671,12.3883942023241
"1010",5,1926,2,0,3,4,3,2,5,2,2,5,6.91572344863131,7.32778053842163,11.5327280922664
"1011",5,1948,2,1,3,4,3,2,5,2,2,3,6.5792512120101,7.14755927118945,11.8130300574206
"1012",5,1965,2,0,2,4,2,3,5,2,2,3,7.41697962138115,7.41697962138115,11.5129254649702
"1013",6,1923,1,1,4,4,3,4,5,3,2,3,6.80239476332431,7.31455283232408,12.0137007528827
"1014",5,1910,1,1,2,2,3,3,5,2,2,3,6.92951677076365,6.92951677076365,11.3504065354725
"1015",6,1948,1,1,3,4,3,3,5,2,2,3,6.98656645940643,6.98656645940643,11.6885580336134
"1016",8,2001,2,2,4,4,3,4,5,3,3,5,6.69703424766648,7.41758040241454,12.3327052964635
"1017",7,1996,2,2,4,4,3,3,5,3,3,5,7.31588350450979,7.31588350450979,12.2209612580239
"1018",8,1984,1,2,6,4,3,3,5,3,3,4,7.2152399787301,7.2152399787301,12.1415341243926
"1019",7,1991,2,2,4,4,3,3,5,3,3,4,6.68710860786651,7.29437729928882,11.982929094216
"1020",7,2005,2,2,4,4,3,3,5,3,3,5,7.31721240835984,7.31721240835984,12.2713452721464
"1021",4,2005,1,2,2,4,3,3,5,3,2,5,7.03174125876313,7.03174125876313,12.0782392740203
"1022",7,2006,2,2,4,4,3,3,6,3,3,5,7.1066061377273,7.1066061377273,12.1756134380455
"1023",5,1930,1,1,2,2,3,2,5,2,2,4,6.81563999007433,7.12929754892937,11.3736633976367
"1024",7,2005,2,2,4,4,3,3,5,3,3,5,7.31588350450979,7.31588350450979,12.1600287070288
"1025",8,1976,2,2,5,4,3,3,5,3,3,3,7.97177612288063,7.97177612288063,12.5672374947418
"1026",5,1972,1,2,4,4,3,3,5,2,2,3,6.78219205600679,6.78219205600679,11.6307085006266
"1027",5,1960,1,2,3,4,3,3,5,2,2,3,7.1420365747068,7.1420365747068,12.0287386302473
"1028",8,2007,2,3,5,4,3,3,6,3,3,5,7.40610338123702,7.40610338123702,12.5881906521085
"1029",5,1941,1,1,3,4,3,2,5,2,2,3,6.87523208727658,7.22693601849329,11.5617156291397
"1030",6,1972,1,1,1,2,2,4,5,2,2,4,6.51025834052315,7.10496544826984,11.6784399034478
"1031",5,1916,2,0,3,3,1,4,5,2,2,4,6.85435450225502,7.56423847517049,11.982929094216
"1032",7,1920,2,2,3,4,3,4,5,2,2,5,7.43070708254597,8.03333401588006,12.1909590077201
"1033",8,1993,2,3,6,4,3,4,5,3,3,5,7.20934025660291,7.83201418050547,12.6443275764613
"1034",7,2002,2,3,4,4,3,3,5,3,3,5,7.41095187558364,7.41095187558364,12.3458345879053
"1035",5,1938,1,1,4,4,3,3,5,1,2,5,6.86066367144829,6.86066367144829,11.6931615152732
"1036",4,1957,1,1,2,4,3,3,5,2,2,5,6.73933662735717,6.73933662735717,11.3385720778255
"1037",9,2007,2,3,5,4,3,3,5,4,3,5,7.39018142822643,7.39018142822643,12.6619139609634
"1038",8,2001,2,2,4,4,3,4,5,3,3,5,6.96129604591017,7.72444664563354,12.5672374947418
"1039",4,1970,1,0,1,2,2,4,5,2,2,3,6.68210859744981,7.20340552108309,11.4824662574855
"1040",4,1970,1,1,1,2,3,2,5,2,2,3,6.44571981938558,6.44571981938558,11.289781913656
"1041",5,1957,2,2,3,4,3,3,5,2,2,5,7.49720722320332,7.49720722320332,11.9511803959014
"1042",6,1966,1,2,4,4,3,4,5,3,2,4,6.68461172766793,7.39756153552405,12.0610468734799
"1043",6,2005,2,2,6,4,2,3,5,3,3,5,7.17472430983638,7.17472430983638,12.1858699382127
"1044",7,1990,2,2,4,4,3,4,5,3,2,5,7.33432935030054,7.75319426988434,12.4771679143776
"1045",8,1981,2,2,4,4,3,3,5,3,3,3,7.8336002236611,7.8336002236611,12.5353763926728
"1046",3,1955,2,2,2,4,3,3,5,2,2,5,7.45760928971561,7.45760928971561,11.8465364693104
"1047",9,2005,3,3,6,4,3,4,6,4,3,5,7.59689443814454,7.96137020171951,13.2295679916666
"1048",5,1994,1,2,4,4,3,3,5,2,2,5,6.89770494312864,6.89770494312864,11.8844890214027
"1049",5,1960,1,2,3,4,3,3,5,2,2,3,7.47929963778283,7.47929963778283,11.6526874073454
"1050",4,1946,1,1,2,4,3,3,5,3,2,5,6.8351845861473,6.8351845861473,11.3492293722994
"1051",7,2007,2,2,4,4,3,3,6,3,3,5,7.17165682276851,7.17165682276851,12.0809911659083
"1052",7,2007,2,2,4,4,3,3,6,3,3,5,7.18235211188526,7.18235211188526,12.2067773971344
"1053",6,1964,1,2,3,4,3,4,5,2,2,3,7.02731451403978,7.58933582317062,12.0137007528827
"1054",5,1957,1,1,2,4,3,3,5,2,2,5,7.3304052118444,7.3304052118444,11.8810347865346
"1055",8,2002,2,2,4,4,3,4,5,3,3,5,6.99484998583307,7.59538727885397,12.4490188241406
"1056",6,1976,2,2,4,4,3,3,5,2,2,3,7.32843735289516,7.32843735289516,12.1007121298723
"1057",7,2005,2,2,6,4,3,3,5,3,3,5,7.21817683840341,7.21817683840341,12.1326951757254
"1058",7,1994,2,2,6,4,3,4,5,3,3,5,6.88653164253051,7.52294091807237,12.4211840251471
"1059",9,2008,2,3,6,4,3,4,5,4,4,5,7.02997291170639,7.6889133368648,12.7218858108072
"1060",6,1932,1,2,4,4,3,2,5,2,2,3,6.99942246750796,7.5963923040642,12.3013828253345
"1061",8,2001,2,2,6,4,3,3,5,3,3,5,7.19893124068817,7.19893124068817,12.2713921116508
"1062",3,1935,1,3,1,1,3,3,5,2,1,3,6.79570577517351,6.79570577517351,11.3022044336546
"1063",5,1900,2,2,2,2,1,4,5,2,2,3,7.25981961036319,7.75662333453886,11.4075649493124
"1064",6,1925,1,2,2,2,3,3,5,3,2,4,7.0057890192535,7.0057890192535,11.6127707999399
"1065",5,1966,1,2,3,4,3,3,5,2,2,5,7.05098944706805,7.05098944706805,11.9447078813958
"1066",7,1996,2,2,4,4,3,4,5,3,3,5,7.17472430983638,7.72312009226633,12.7007688873663
"1067",6,1993,2,2,4,4,3,4,5,2,3,4,6.68336094576627,7.35946763825562,12.0895388292742
"1068",6,1964,1,2,3,4,3,4,5,2,2,3,6.68210859744981,7.38461038317697,12.0311238430656
"1069",6,1973,2,2,1,2,3,4,5,2,2,4,7.16317239084664,7.83241092718792,11.9276806199855
"1070",5,1949,1,2,3,4,3,1,5,3,2,3,6.7945865808765,6.7945865808765,11.8130300574206
"1071",5,1956,1,1,3,4,3,3,5,2,2,3,6.95463886488099,6.95463886488099,11.8130300574206
"1072",6,1968,1,2,4,4,3,4,5,2,2,5,6.7202201551353,7.34987370473834,11.9447078813958
"1073",5,1948,1,1,2,4,3,2,5,2,2,2,6.90975328164481,7.28344822875663,11.4240942512636
"1074",6,1977,1,2,2,4,3,4,5,2,2,3,6.54821910276237,7.26262860097424,11.979799201207
